ID,REST: Monthly Sales MOD,REST: Monthly rent MOD,REST: Monthly Expenses MOD,REST: Dividends MOD,REST: Staff size MOD,REST: No Wtr MOD,REST: No Ktch Wkr MOD,REST: No tables MOD,REST: Total Capital MOD,REST: Total Partners MOD,REST: No Act Part MOD,REST:  No Pass Part MOD,REST: Applicant invest yr MOD,LRC: Did the applicant apply for Laborer's Return Certificate? MOD,MRC: Did the applicant apply for Merchant's Return Certificate? MOD,MRC: Total number of witnesses
P1ILE,,2141.66,3421.45(p2),20.0,30.0,18.0,12.0,80.99(p1),110000.0,149.0,12.0,137.0,1926.0,1.0,0.0,
OUNPU,333.0,100.0,1971.13(p2),10.0,3.0,2.59(p1),1.64(p1),13.0,8000.0,4.0,4.0,0.001,1922.0,0.0,1.0,2.0
SPPZ4,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
B9LN4,,,1283.27(p2),,10.10(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,3.0
VLBX7,4000.0,85.0,1330.51(p2),,5.0,3.0,2.0,15.0,15000.0,5.0,2.0,3.0,1922.0,0.0,1.0,3.0
OQL8M,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
M4HRX,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
HTTP5,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
UX3TW,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
US0D8,,625.0,3325.64(p2),,13.0,5.0,8.0,100.0,25000.0,8.0,4.0,4.0,1921.0,0.0,1.0,
0QUY,,625.0,3325.64(p2),,13.0,5.0,8.0,100.0,25000.0,8.0,4.0,4.0,1921.0,1.0,0.0,
3ZFVR,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
JYABH,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
PYR3F,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
XABNI,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
7ZQ0B,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
96L18,10000.0,349.99,4796.31(p2),25.0,21.0,11.83(p1),14.29(p1),92.0,34000.0,20.40(p2),3.51(p2),1.64(p2),1912.0,0.0,1.0,2.0
EIXRI,8000.0,,5418.44(p2),15.0,17.0,10.0,7.0,40.0,10000.0,9.0,3.0,6.0,1911.0,0.0,1.0,4.0
3CANV,7000.0,625.0,5919.66(p2),10.0,15.0,6.0,9.0,64.0,38500.0,40.0,3.0,37.0,1921.0,0.0,1.0,2.0
B2YHR,10000.0,349.99,4796.31(p2),25.0,21.0,11.83(p1),14.29(p1),92.0,34000.0,20.40(p2),3.51(p2),1.64(p2),1912.0,0.0,1.0,2.0
EU03B,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
NDG11,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
UNIF6,,,1283.27(p2),,10.10(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,3.0
OFRH4,,,1729.51(p2),,15.35(p1),7.84(p1),2.11(p1),35.70(p1),,44.0,3.61(p2),22.82(p2),1911.0,0.0,1.0,2.0
UY43A,1000.0,50.0,1071.49(p2),,7.29(p1),3.10(p1),1.65(p1),21.27(p1),5000.0,1.0,1.0,0.001,1918.0,0.0,1.0,
CRRE4,5833.0,500.0,3916.42(p2),,7.14(p1),5.0,2.79(p1),50.0,,6.74(p2),3.21(p2),1.64(p2),1920.0,0.0,1.0,2.0
LOYDP,,416.7,1648.36(p2),,8.31(p1),8.04(p1),2.14(p1),35.70(p1),,6.74(p2),3.57(p2),1.64(p2),1920.0,0.0,1.0,2.0
FO81H,7000.0,200.0,4426.37(p2),,10.0,6.0,4.0,30.0,10000.0,4.0,2.0,2.0,1918.0,0.0,1.0,2.0
W31ZR,3000.0,200.0,2795.45(p2),25.0,12.0,6.84(p1),4.70(p1),60.0,12000.0,9.0,2.25(p2),3.67(p2),1920.0,0.0,1.0,2.0
4O756,6000.0,,5248.50(p2),,10.0,5.0,5.0,80.0,20000.0,15.0,10.0,5.0,1920.0,0.0,1.0,3.0
QPGP6,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
AALKF,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
YTDFH,,215.0,2937.00(p2),,17.0,11.16(p1),6.04(p1),110.0,21000.0,13.30(p2),5.0,1.64(p2),1917.0,0.0,1.0,2.0
S0TAT,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
0BY3Z,3333.0,,1710.46(p2),,7.67(p1),6.82(p1),2.33(p1),65.0,21000.0,12.09(p2),4.0,1.64(p2),1929.0,0.0,1.0,3.0
OLFFR,4500.0,225.0,3148.04(p2),10.0,9.0,4.85(p1),4.01(p1),30.0,20000.0,10.0,2.60(p2),3.67(p2),1917.0,0.0,1.0,3.0
57726,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
N20AX,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
JEVHQ,3000.0,175.0,2651.77(p2),30.0,7.29(p1),7.77(p1),1.85(p1),30.0,10000.0,15.0,3.0,12.0,1919.0,0.0,1.0,2.0
EPVQL,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
UCPZD,,65.0,2309.47(p2),15.0,7.0,3.50(p1),3.76(p1),21.27(p1),5000.0,9.0,1.67(p2),3.67(p2),1912.0,0.0,1.0,2.0
734L9,900.0,150.0,1801.19(p2),,6.80(p1),4.0,2.34(p1),24.0,4000.0,5.0,3.0,2.0,1920.0,0.0,1.0,5.0
YDBTG,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
KQCZR,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
VXEJZ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,
X9W2K,,,1553.38(p2),10.0,9.0,5.0,4.0,26.0,12000.0,6.0,1.61(p2),1.64(p2),1918.0,0.0,1.0,2.0
DT35W,,,1553.38(p2),6.0,9.0,5.0,4.0,26.0,12000.0,6.0,1.61(p2),1.64(p2),1918.0,0.0,1.0,2.0
06ZMY,1500.0,40.0,963.01(p2),30.0,5.0,2.0,3.0,13.0,5000.0,3.0,2.0,1.0,1919.0,0.0,1.0,2.0
UUD8G,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,
83RZR,2083.0,80.0,2396.58(p2),4.5,7.0,3.0,4.0,21.0,6000.0,3.0,3.0,0.001,1917.0,0.0,1.0,2.0
D7FAH,2083.0,80.0,1129.13(p2),4.0,6.51(p1),3.0,2.82(p1),21.0,6000.0,3.0,2.11(p2),1.64(p2),1917.0,0.0,1.0,2.0
XRP4X,,468.33,3458.73(p2),20.0,11.0,5.0,6.0,40.0,31000.0,65.0,6.0,59.0,1926.0,0.0,1.0,2.0
GQG0M,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
E24K5,,,2003.47(p2),40.0,12.0,6.62(p1),5.07(p1),35.0,15000.0,18.0,2.74(p2),7.07(p2),1919.0,0.0,1.0,2.0
TRHWZ,,150.0,2299.71(p2),20.0,12.0,6.82(p1),5.19(p1),40.0,11000.0,11.0,3.25(p2),3.67(p2),1918.0,0.0,1.0,2.0
4VRT6,4000.0,150.0,1797.66(p2),7.0,10.04(p1),30.0,1.81(p1),21.27(p1),11000.0,15.0,2.42(p2),5.82(p2),1920.0,0.0,1.0,2.0
AMT6C,,,1121.31(p2),25.0,10.04(p1),10.0,1.89(p1),21.27(p1),8000.0,6.0,1.67(p2),1.64(p2),1920.0,0.0,1.0,2.0
MN39O,3000.0,25.0,2094.21(p2),20.0,8.0,5.0,3.0,20.0,8000.0,9.0,1.32(p2),3.67(p2),1919.0,0.0,1.0,2.0
544J3,,,1789.90(p2),25.0,10.0,6.81(p1),3.76(p1),21.27(p1),8000.0,6.0,1.0,5.0,1920.0,0.0,1.0,2.0
J4K1X,,,1227.52(p2),,8.31(p1),7.84(p1),2.15(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1918.0,0.0,1.0,1.0
JM36P,,,1227.52(p2),,8.31(p1),7.84(p1),2.15(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1918.0,0.0,1.0,2.0
CWQ7P,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
KR7SM,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
ZOF0S,,70.0,2216.56(p2),,8.0,4.10(p1),3.67(p1),16.0,10000.0,10.0,1.71(p2),3.67(p2),1918.0,0.0,1.0,2.0
2C687,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
JSRV7,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
W37RM,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
K9KRW,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
F5W1A,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
10VWA,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,
WIWUO,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
O68KX,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
HWB6S,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
30FDD,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
FVC0,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
ESYX3,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
3CFJE,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
XXL62,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,
GORRP,,,1777.06(p2),,10.0,5.03(p1),5.04(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
4YSX9,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
MYKOB,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
UAP4H,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
PQYRG,,,1262.64(p2),,8.31(p1),7.82(p1),1.76(p1),35.70(p1),,4.0,2.99(p2),1.64(p2),,1.0,0.0,
I9MQB,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
IT57U,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
OBRRK,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
NL90J,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
1WNLU,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
DT81X,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
TPXEV,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
QT3UN,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
2GOUV,,,1209.97(p2),,8.31(p1),7.84(p1),1.94(p1),35.70(p1),,4.0,2.99(p2),1.64(p2),1906.0,1.0,0.0,
6ZJ2O,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
CNFJ2,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
QZUCG,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
NIDG0,,,1262.64(p2),,8.31(p1),7.82(p1),1.93(p1),35.70(p1),,3.0,2.99(p2),1.64(p2),,1.0,0.0,
Y4IX8,,,1230.07(p2),,7.29(p1),7.49(p1),1.99(p1),21.27(p1),2400.0,4.0,1.72(p2),1.64(p2),,1.0,0.0,
BL6K8,,,1216.08(p2),33.0,7.29(p1),7.52(p1),2.20(p1),21.27(p1),2400.0,4.0,1.68(p2),1.64(p2),1903.0,1.0,0.0,
CQ0EJ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
QOBXV,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
QA0PQ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
13D4N,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
YV08B,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
AUROZ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
P5CJA,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
O2FJZ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
AB98B,667.0,,1243.46(p2),,7.95(p1),6.67(p1),2.06(p1),35.70(p1),,6.74(p2),2.87(p2),1.64(p2),1921.0,1.0,0.0,
PFKA6,4000.0,150.0,2271.25(p2),,22.0,10.0,12.0,16.0,10000.0,12.0,3.15(p2),3.67(p2),1922.0,1.0,0.0,
