ID,REST: Monthly Sales MOD,REST: Monthly rent MOD,REST: Monthly Expenses MOD,REST: Dividends MOD,REST: Staff size MOD,REST: No Wtr MOD,REST: No Ktch Wkr MOD,REST: No tables MOD,REST: Total Capital MOD,REST: Total Partners MOD,REST: No Act Part MOD,REST:  No Pass Part MOD,REST: Applicant invest yr MOD,LRC: Did the applicant apply for Laborer's Return Certificate? MOD,MRC: Did the applicant apply for Merchant's Return Certificate? MOD,MRC: Total number of witnesses
9ZPGW,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
KEOM1,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
A29LE,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
VQV6G,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
02NS4,,,1343.33,,8.31,8.0,2.43,81.0,,6.74,3.48,1.64,1923.0,1.0,0.0,
5MBXZ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
H6812,6000.0,216.67,5354.24,,6.0,2.0,3.0,45.0,21000.0,44.0,4.0,40.0,1925.0,0.0,1.0,3.0
Y9LV6,,,1777.06,,10.0,5.03,5.04,35.7,,6.74,3.48,1.64,,0.0,0.0,
9K67X,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
AY656,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
YGHFT,800.0,50.0,1153.98,,2.0,2.11,2.06,21.27,1200.0,6.74,2.96,1.64,1912.0,1.0,0.0,
KHACU,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
7V3PY,,,1146.66,,8.31,7.82,1.93,35.7,,1.0,2.98,1.64,,1.0,0.0,
WRL0K,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
OOJ59,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
TIAVT,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
509S,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
PZJ87,1750.0,225.0,2702.52,5.0,5.0,2.0,3.0,24.0,10000.0,7.0,3.0,4.0,1917.0,0.0,1.0,3.0
Y3DN3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
RM3X4,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
U1ZOX,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
DX2JL,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
JFS8M,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
OQW2D,,,1275.96,,7.29,9.26,2.25,25.0,10400.0,6.74,2.83,1.64,1922.0,1.0,0.0,
ULS89,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
A4S77,,,1301.2,,8.31,8.35,2.13,35.7,,6.74,3.48,1.64,1922.0,1.0,0.0,
YFXJG,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
FVNMX,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
FPYA0,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
3PFZG,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
1XPJC,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
9WCD7,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
QTOGS,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
7D2EB,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
FL335,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
DX5W3,3000.0,2042.0,3110.22,,25.21,6.86,0.86,35.7,99500.0,40.0,5.0,35.0,1921.0,0.0,1.0,2.0
V56S1,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
67AIA,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,2.0
36PQL,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
WVO3Y,,95.0,2647.18,10.0,16.81,7.77,0.99,35.7,,37.0,16.0,21.0,1921.0,0.0,1.0,4.0
72KNC,,95.0,2653.27,10.0,17.86,8.68,0.72,35.7,40000.0,37.0,16.0,21.0,1922.0,0.0,1.0,2.0
BM7J6,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
2P98U,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
H3C2U,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
HYOS7,13000.0,349.99,5231.22,,48.0,16.02,15.11,38.21,30440.0,49.0,4.07,21.93,1912.0,0.0,1.0,3.0
YJASN,2000.0,90.0,1518.25,,9.81,8.0,1.94,28.0,9000.0,8.0,2.2,2.22,1920.0,0.0,1.0,2.0
9H34O,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
8FDH9,4000.0,150.0,2656.91,,11.0,4.0,4.0,52.0,,5.0,3.0,2.0,1922.0,1.0,0.0,
3784R,4000.0,150.0,2737.54,,8.0,4.0,4.0,52.0,,5.0,3.0,2.0,1922.0,0.0,1.0,7.0
QMK73,,,1283.27,,10.1,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,3.0
306PO,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,1.0
SZDEE,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
WOT3D,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
EU73L,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
C54P9,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
30O8N,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
ABO1C,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
OZWMN,,2000.0,3400.19,,30.0,18.0,12.0,200.0,90000.0,88.0,8.0,80.0,1924.0,0.0,1.0,2.0
LI155,40000.0,342.0,6081.84,4.0,100.0,14.26,13.12,38.21,60000.0,7.0,4.0,3.0,1927.0,0.0,1.0,2.0
6PSOZ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
6MINA,38000.0,2000.0,6126.08,,80.0,17.0,13.58,225.0,150000.0,100.0,6.0,94.0,1925.0,0.0,1.0,3.0
96WCX,38000.0,2000.0,6126.08,,60.0,17.0,13.58,225.0,150000.0,90.0,6.0,84.0,1925.0,0.0,1.0,3.0
HXTXD,6000.0,300.0,5801.9,,50.0,13.22,11.7,50.0,35000.0,9.0,5.0,4.0,1919.0,0.0,1.0,2.0
14LGW,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,2.0
SDYO3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
YI9WQ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
1VMUL,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
2A434,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
9788W,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
YGT76,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,1.0
GGHOZ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
AS910,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
KG6C0,3333.0,,3350.0,,9.0,3.0,4.0,21.27,6000.0,9.0,3.0,6.0,1924.0,0.0,1.0,4.0
70S5W,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
BQ3T8,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
MC9TB,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
9BW0G,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
ZH5CV,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
R7B60,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
UJUI4,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,1.0
UQ83U,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
BG670,1333.33,333.33,1416.67,,8.62,7.22,1.93,24.0,9850.0,23.0,4.0,19.0,1929.0,0.0,1.0,3.0
YQYOK,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
2KTLQ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
QZVFD,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
S55Q4,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
AQGQB,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
D221N,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
FVP9U,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
FQESQ,6000.0,84.0,5302.13,,25.0,5.0,5.0,80.0,20000.0,15.0,10.0,5.0,,0.0,1.0,2.0
SRB4M,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
A131J,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
V902W,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
Z8XX4,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
90TFV,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
Q04BN,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
Q1GA8,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
R0UJU,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
OMYFM,1000.0,,2456.53,,7.76,7.34,1.3,26.0,10000.0,17.0,6.0,11.0,1887.0,0.0,1.0,2.0
KFL3G,,200.0,3500.0,,8.06,8.36,1.82,35.7,30000.0,17.0,3.0,14.0,,0.0,1.0,3.0
BZN76,4160.0,,3000.0,,10.0,6.0,4.0,35.7,30000.0,17.0,4.0,13.0,1913.0,0.0,1.0,3.0
NFAIR,,,1000.0,90.0,21.0,13.0,8.0,38.21,30440.0,13.52,3.23,1.64,1919.0,0.0,1.0,8.0
F6Y1R,4000.0,,1900.0,30.0,9.0,4.0,5.0,35.7,,6.74,2.59,1.64,1908.0,0.0,1.0,3.0
FMOFR,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
XF6CU,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
49FH8,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
CFY6G,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
CENAP,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
T8PN9,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
DQLBF,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
VKSNB,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
Y02M2,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
ABLAR,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
UDO7B,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
2FWYV,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
4N54K,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
Q2PH9,,417.0,2788.12,25.0,30.0,13.97,13.83,81.0,62500.0,17.0,3.99,7.07,,0.0,1.0,2.0
61RSM,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,2.0
ICO3P,,,1806.59,,14.88,9.05,1.83,35.7,30000.0,30.0,3.61,16.41,,0.0,1.0,
1VEQ8,5800.0,500.0,5793.03,,11.0,5.0,6.0,39.0,30000.0,20.0,5.0,15.0,1925.0,0.0,1.0,3.0
9JOFG,,,1806.59,,14.88,9.05,1.83,35.7,30000.0,30.0,3.61,16.41,,0.0,1.0,
GVDFE,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
7TCE0,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
OKTVH,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,1.0
LZGLF,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
RQ6W3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
O19TP,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
FRKHP,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
P8BTO,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
GLPLY,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
19GOE,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
9NWTA,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
299VR,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
TTJ69,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
TB1TS,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
R91IH,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
DZLVN,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
V97NP,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
GXB7C,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
EVCDJ,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,2.0
I2OHU,,,1288.47,,8.31,8.35,2.14,35.7,,6.74,3.48,1.64,1921.0,1.0,0.0,
C25H9,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
HIRT7,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
5YU60,2000.0,47.5,500.0,5.0,4.0,2.0,2.0,21.27,3000.0,1.0,1.0,0.001,1916.0,0.0,1.0,2.0
8MGMF,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
U3UYH,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
Z7NCA,8000.0,208.3333333,6000.0,30.0,8.0,4.0,4.0,40.0,7000.0,8.0,3.0,5.0,1919.0,0.0,1.0,2.0
6K4GD,5000.0,583.3333333,5911.81,,8.0,4.0,4.0,46.0,30000.0,45.0,4.0,41.0,1926.0,0.0,1.0,2.0
U6J85,5000.0,583.3333333,5911.81,,8.0,4.0,4.0,46.0,30000.0,45.0,4.0,41.0,1926.0,0.0,1.0,2.0
2N1A2,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
CJU47,,,1960.64,,9.88,5.68,0.73,35.7,,5.0,5.0,0.001,1920.0,0.0,0.0,
QRIZ7,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
N9K0L,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
ADMJ2,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
TRSIK,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
JSFVU,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
EAM9H,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
4HN2W,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
K9ORO,7500.0,,5123.52,30.0,14.0,6.08,5.84,23.78,12000.0,6.0,6.0,0.001,1931.0,0.0,1.0,3.0
6NULM,,,1382.85,40.0,18.0,10.0,1.0,35.0,15000.0,8.17,2.79,1.64,1919.0,0.0,1.0,2.0
BYSI3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
P4FWY,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
B32EA,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
TI1R6,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
YGW3W,5000.0,175.0,4600.0,,11.0,5.13,4.16,35.7,,13.0,3.16,5.82,1922.0,0.0,1.0,2.0
N2DBN,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
I8TLD,3300.0,175.0,2421.55,,8.0,4.0,4.0,20.0,24000.0,8.0,2.0,6.0,1916.0,0.0,1.0,2.0
JP41P,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
EHHBE,,,1311.26,,10.1,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,5.0
OZO4B,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
6YCDB,,350.0,3094.13,,8.14,8.79,1.02,35.7,20000.0,21.0,8.0,13.0,1923.0,0.0,1.0,4.0
QJ0RM,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,1.0
7WXFM,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
ZHIL1,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
5DBKQ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
CSG38,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
7S2KZ,5000.0,225.0,5406.61,15.0,8.14,7.44,0.61,50.0,26000.0,17.0,5.0,12.0,1920.0,0.0,1.0,2.0
NM3S3,9000.0,,4838.37,,11.0,5.0,6.0,70.0,25300.0,12.09,6.0,1.64,1919.0,0.0,1.0,2.0
P1ILE,,2141.66,3421.45,20.0,30.0,18.0,12.0,80.99,110000.0,149.0,12.0,137.0,1926.0,1.0,0.0,
OUNPU,333.0,100.0,1971.13,10.0,3.0,2.59,1.64,13.0,8000.0,4.0,4.0,0.001,1922.0,0.0,1.0,2.0
SPPZ4,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
B9LN4,,,1283.27,,10.1,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,3.0
VLBX7,4000.0,85.0,1330.51,,5.0,3.0,2.0,15.0,15000.0,5.0,2.0,3.0,1922.0,0.0,1.0,3.0
OQL8M,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
M4HRX,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
HTTP5,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
UX3TW,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
US0D8,,625.0,3325.64,,13.0,5.0,8.0,100.0,25000.0,8.0,4.0,4.0,1921.0,0.0,1.0,
0QUY,,625.0,3325.64,,13.0,5.0,8.0,100.0,25000.0,8.0,4.0,4.0,1921.0,1.0,0.0,
3ZFVR,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
JYABH,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
PYR3F,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
XABNI,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
7ZQ0B,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
96L18,10000.0,349.99,4796.31,25.0,21.0,11.83,14.29,92.0,34000.0,20.4,3.51,1.64,1912.0,0.0,1.0,2.0
EIXRI,8000.0,,5418.44,15.0,17.0,10.0,7.0,40.0,10000.0,9.0,3.0,6.0,1911.0,0.0,1.0,4.0
3CANV,7000.0,625.0,5919.66,10.0,15.0,6.0,9.0,64.0,38500.0,40.0,3.0,37.0,1921.0,0.0,1.0,2.0
B2YHR,10000.0,349.99,4796.31,25.0,21.0,11.83,14.29,92.0,34000.0,20.4,3.51,1.64,1912.0,0.0,1.0,2.0
EU03B,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
NDG11,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
UNIF6,,,1283.27,,10.1,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,3.0
OFRH4,,,1729.51,,15.35,7.84,2.11,35.7,,44.0,3.61,22.82,1911.0,0.0,1.0,2.0
UY43A,1000.0,50.0,1071.49,,7.29,3.1,1.65,21.27,5000.0,1.0,1.0,0.001,1918.0,0.0,1.0,
CRRE4,5833.0,500.0,3916.42,,7.14,5.0,2.79,50.0,,6.74,3.21,1.64,1920.0,0.0,1.0,2.0
LOYDP,,416.7,1648.36,,8.31,8.04,2.14,35.7,,6.74,3.57,1.64,1920.0,0.0,1.0,2.0
FO81H,7000.0,200.0,4426.37,,10.0,6.0,4.0,30.0,10000.0,4.0,2.0,2.0,1918.0,0.0,1.0,2.0
W31ZR,3000.0,200.0,2795.45,25.0,12.0,6.84,4.7,60.0,12000.0,9.0,2.25,3.67,1920.0,0.0,1.0,2.0
4O756,6000.0,,5248.5,,10.0,5.0,5.0,80.0,20000.0,15.0,10.0,5.0,1920.0,0.0,1.0,3.0
QPGP6,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
AALKF,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
YTDFH,,215.0,2937.0,,17.0,11.16,6.04,110.0,21000.0,13.3,5.0,1.64,1917.0,0.0,1.0,2.0
S0TAT,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
0BY3Z,3333.0,,1710.46,,7.67,6.82,2.33,65.0,21000.0,12.09,4.0,1.64,1929.0,0.0,1.0,3.0
OLFFR,4500.0,225.0,3148.04,10.0,9.0,4.85,4.01,30.0,20000.0,10.0,2.6,3.67,1917.0,0.0,1.0,3.0
57726,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
N20AX,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
JEVHQ,3000.0,175.0,2651.77,30.0,7.29,7.77,1.85,30.0,10000.0,15.0,3.0,12.0,1919.0,0.0,1.0,2.0
EPVQL,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
UCPZD,,65.0,2309.47,15.0,7.0,3.5,3.76,21.27,5000.0,9.0,1.67,3.67,1912.0,0.0,1.0,2.0
734L9,900.0,150.0,1801.19,,6.8,4.0,2.34,24.0,4000.0,5.0,3.0,2.0,1920.0,0.0,1.0,5.0
YDBTG,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
KQCZR,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
VXEJZ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
X9W2K,,,1553.38,10.0,9.0,5.0,4.0,26.0,12000.0,6.0,1.61,1.64,1918.0,0.0,1.0,2.0
DT35W,,,1553.38,6.0,9.0,5.0,4.0,26.0,12000.0,6.0,1.61,1.64,1918.0,0.0,1.0,2.0
06ZMY,1500.0,40.0,963.01,30.0,5.0,2.0,3.0,13.0,5000.0,3.0,2.0,1.0,1919.0,0.0,1.0,2.0
UUD8G,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
83RZR,2083.0,80.0,2396.58,4.5,7.0,3.0,4.0,21.0,6000.0,3.0,3.0,0.001,1917.0,0.0,1.0,2.0
D7FAH,2083.0,80.0,1129.13,4.0,6.51,3.0,2.82,21.0,6000.0,3.0,2.11,1.64,1917.0,0.0,1.0,2.0
XRP4X,,468.33,3458.73,20.0,11.0,5.0,6.0,40.0,31000.0,65.0,6.0,59.0,1926.0,0.0,1.0,2.0
GQG0M,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
E24K5,,,2003.47,40.0,12.0,6.62,5.07,35.0,15000.0,18.0,2.74,7.07,1919.0,0.0,1.0,2.0
TRHWZ,,150.0,2299.71,20.0,12.0,6.82,5.19,40.0,11000.0,11.0,3.25,3.67,1918.0,0.0,1.0,2.0
4VRT6,4000.0,150.0,1797.66,7.0,10.04,30.0,1.81,21.27,11000.0,15.0,2.42,5.82,1920.0,0.0,1.0,2.0
AMT6C,,,1121.31,25.0,10.04,10.0,1.89,21.27,8000.0,6.0,1.67,1.64,1920.0,0.0,1.0,2.0
MN39O,3000.0,25.0,2094.21,20.0,8.0,5.0,3.0,20.0,8000.0,9.0,1.32,3.67,1919.0,0.0,1.0,2.0
544J3,,,1789.9,25.0,10.0,6.81,3.76,21.27,8000.0,6.0,1.0,5.0,1920.0,0.0,1.0,2.0
